lnfuture lnspot    cost
6.08450  6.08400   0.005841
6.08382  6.08375   0.005841
6.08416  6.08386   0.005841
6.08416  6.08393   0.005841
6.08416  6.08395   0.005841
6.08416  6.08386   0.005841
6.08450  6.08395   0.005841
6.08450  6.08402   0.005841
6.08484  6.08425   0.005841
6.08473  6.08423   0.005841
6.08450  6.08418   0.005841
6.08496  6.08434   0.005841
6.08541  6.08443   0.005841
6.08507  6.08439   0.005841
6.08496  6.08468   0.005841
6.08484  6.08496   0.005841
6.08507  6.08502   0.005841
6.08450  6.08502   0.005841
6.08473  6.08514   0.005841
6.08473  6.08523   0.005841
6.08450  6.08536   0.005841
6.08427  6.08525   0.005841
6.08404  6.08498   0.005841
6.08404  6.08496   0.005841
6.08404  6.08486   0.005841
6.08473  6.08489   0.005841
6.08461  6.08500   0.005841
6.08518  6.08507   0.005841
6.08530  6.08532   0.005841
6.08507  6.08521   0.005841
6.08541  6.08521   0.005841
6.08575  6.08543   0.005841
6.08621  6.08566   0.005841
6.08621  6.08582   0.005841
6.08598  6.08607   0.005841
6.08575  6.08632   0.005841
6.08530  6.08634   0.005841
6.08564  6.08630   0.005841
6.08530  6.08628   0.005841
6.08552  6.08625   0.005841
6.08507  6.08609   0.005841
6.08507  6.08552   0.005841
6.08859  6.08959   0.017094
6.08836  6.08954   0.017094
6.08802  6.08954   0.017094
6.08746  6.08923   0.017094
6.08712  6.08907   0.017094
6.08734  6.08805   0.017094
6.08757  6.08802   0.017094
6.08723  6.08798   0.017094
6.08734  6.08796   0.017094
6.08734  6.08805   0.017094
6.08689  6.08786   0.017094
6.08677  6.08775   0.017094
6.08723  6.08773   0.017094
6.08723  6.08782   0.017094
6.08723  6.08784   0.017094
6.08677  6.08780   0.017094
6.08700  6.08771   0.017094
6.08700  6.08768   0.017094
6.08689  6.08782   0.017094
6.08700  6.08780   0.017094
6.08712  6.08775   0.017094
6.08723  6.08773   0.017094
6.08723  6.08782   0.017094
6.08734  6.08793   0.017094
6.08734  6.08827   0.017094
6.08723  6.08843   0.017094
6.08746  6.08880   0.017094
6.08757  6.08848   0.017094
6.08757  6.08834   0.017094
6.08734  6.08850   0.017094
6.08768  6.08848   0.017094
6.08746  6.08850   0.017094
6.08689  6.08843   0.017094
6.08712  6.08839   0.017094
6.08712  6.08839   0.017094
6.08700  6.08821   0.017094
6.08689  6.08805   0.017094
6.08655  6.08786   0.017094
6.08632  6.08791   0.017094
6.08609  6.08716   0.017094
6.08643  6.08725   0.017094
6.08655  6.08689   0.017094
6.08677  6.08716   0.017094
6.08666  6.08693   0.017094
6.08609  6.08689   0.017094
6.08587  6.08682   0.017094
6.08643  6.08687   0.017094
6.08632  6.08696   0.017094
6.08666  6.08693   0.017094
6.08621  6.08693   0.017094
6.08655  6.08703   0.017094
6.08643  6.08693   0.017094
6.08655  6.08677   0.017094
6.08666  6.08684   0.017094
6.08700  6.08666   0.017094
6.08655  6.08664   0.017094
6.08587  6.08671   0.017094
6.08541  6.08673   0.017094
6.08507  6.08664   0.017094
6.08541  6.08639   0.017094
6.08507  6.08621   0.017094
6.08496  6.08598   0.017094
6.08496  6.08596   0.017094
6.08484  6.08575   0.017094
6.08473  6.08559   0.017094
6.08473  6.08555   0.017094
6.08484  6.08550   0.017094
6.08484  6.08543   0.017094
6.08496  6.08523   0.017094
6.08461  6.08521   0.017094
6.08473  6.08518   0.017094
6.08439  6.08514   0.017094
6.08439  6.08505   0.017094
6.08416  6.08505   0.017094
6.08439  6.08486   0.017094
6.08427  6.08498   0.017094
6.08427  6.08500   0.017094
6.08439  6.08500   0.017094
6.08439  6.08502   0.017094
6.08439  6.08521   0.017094
6.08439  6.08509   0.017094
6.08484  6.08500   0.017094
6.08530  6.08509   0.017094
6.08564  6.08536   0.017094
6.08564  6.08566   0.017094
6.08575  6.08605   0.017094
6.08552  6.08596   0.017094
6.08530  6.08623   0.017094
6.08564  6.08623   0.017094
6.08552  6.08621   0.017094
6.08552  6.08628   0.017094
6.08541  6.08641   0.017094
6.08541  6.08628   0.017094
6.08552  6.08632   0.017094
6.08552  6.08637   0.017094
6.08552  6.08639   0.017094
6.08609  6.08648   0.017094
6.08609  6.08639   0.017094
6.08621  6.08659   0.017094
6.08632  6.08666   0.017094
6.08609  6.08677   0.017094
6.08609  6.08675   0.017094
6.08621  6.08680   0.017094
6.08609  6.08682   0.017094
6.08609  6.08700   0.017094
6.08598  6.08707   0.017094
6.08598  6.08723   0.017094
6.08575  6.08716   0.017094
6.08564  6.08734   0.017094
6.08575  6.08712   0.017094
6.08564  6.08705   0.017094
6.08575  6.08655   0.017094
6.08564  6.08648   0.017094
6.08552  6.08648   0.017094
6.08552  6.08659   0.017094
6.08564  6.08671   0.017094
6.08564  6.08666   0.017094
6.08564  6.08662   0.017094
6.08587  6.08659   0.017094
6.08609  6.08659   0.017094
6.08632  6.08680   0.017094
6.08643  6.08687   0.017094
6.08666  6.08698   0.017094
6.08677  6.08698   0.017094
6.08677  6.08705   0.017094
6.08677  6.08709   0.017094
6.08655  6.08728   0.017094
6.08666  6.08734   0.017094
6.08666  6.08739   0.017094
6.08643  6.08741   0.017094
6.08643  6.08741   0.017094
6.08655  6.08762   0.017094
6.08677  6.08762   0.017094
6.08666  6.08766   0.017094
6.08666  6.08757   0.017094
6.08655  6.08757   0.017094
6.08643  6.08752   0.017094
6.08655  6.08764   0.017094
6.08643  6.08757   0.017094
6.08655  6.08759   0.017094
6.08655  6.08768   0.017094
6.08643  6.08780   0.017094
6.08655  6.08777   0.017094
6.08632  6.08766   0.017094
6.08643  6.08780   0.017094
6.08655  6.08780   0.017094
6.08632  6.08766   0.017094
6.08632  6.08746   0.017094
6.08643  6.08741   0.017094
6.08655  6.08757   0.017094
6.08655  6.08750   0.017094
6.08655  6.08750   0.017094
6.08655  6.08750   0.017094
6.08643  6.08755   0.017094
6.08655  6.08743   0.017094
6.08655  6.08746   0.017094
6.08677  6.08746   0.017094
6.08666  6.08762   0.017094
6.08655  6.08766   0.017094
6.08666  6.08766   0.017094
6.08655  6.08768   0.017094
6.08643  6.08762   0.017094
6.08655  6.08771   0.017094
6.08666  6.08773   0.017094
6.08666  6.08766   0.017094
6.08655  6.08766   0.017094
6.08666  6.08764   0.017094
6.08677  6.08768   0.017094
6.08666  6.08773   0.017094
6.08655  6.08764   0.017094
6.08632  6.08766   0.017094
6.08621  6.08755   0.017094
6.08621  6.08750   0.017094
6.08632  6.08750   0.017094
6.08632  6.08750   0.017094
6.08677  6.08746   0.017094
6.08632  6.08752   0.017094
6.08598  6.08755   0.017094
6.08632  6.08757   0.017094
6.08643  6.08757   0.017094
6.08655  6.08757   0.017094
6.08632  6.08739   0.017094
6.08598  6.08728   0.017094
6.08564  6.08721   0.017094
6.08621  6.08725   0.017094
6.08587  6.08709   0.017094
6.08587  6.08703   0.017094
6.08564  6.08677   0.017094
6.08564  6.08662   0.017094
6.08552  6.08664   0.017094
6.08564  6.08659   0.017094
6.08564  6.08659   0.017094
6.08564  6.08652   0.017094
6.08564  6.08646   0.017094
6.08575  6.08648   0.017094
6.08564  6.08650   0.017094
6.08541  6.08646   0.017094
6.08575  6.08646   0.017094
6.08587  6.08641   0.017094
6.08575  6.08634   0.017094
6.08598  6.08646   0.017094
6.08609  6.08664   0.017094
6.08598  6.08657   0.017094
6.08587  6.08652   0.017094
6.08552  6.08659   0.017094
6.08496  6.08671   0.017094
6.08484  6.08643   0.017094
6.08496  6.08591   0.017094
6.08461  6.08596   0.017094
6.08473  6.08591   0.017094
6.08496  6.08596   0.017094
6.08484  6.08593   0.017094
6.08450  6.08587   0.017094
6.08461  6.08589   0.017094
6.08484  6.08575   0.017094
6.08507  6.08577   0.017094
6.08518  6.08573   0.017094
6.08507  6.08584   0.017094
6.08484  6.08582   0.017094
6.08416  6.08580   0.017094
6.08461  6.08593   0.017094
6.08439  6.08568   0.017094
6.08382  6.08568   0.017094
6.08347  6.08548   0.017094
6.08370  6.08527   0.017094
6.08404  6.08509   0.017094
6.08404  6.08507   0.017094
6.08359  6.08491   0.017094
6.08347  6.08489   0.017094
6.08347  6.08470   0.017094
6.08325  6.08452   0.017094
6.08336  6.08432   0.017094
6.08313  6.08432   0.017094
6.08336  6.08425   0.017094
6.08279  6.08404   0.017094
6.08302  6.08393   0.017094
6.08336  6.08388   0.017094
6.08347  6.08379   0.017094
6.08359  6.08368   0.017094
6.08336  6.08370   0.017094
6.08359  6.08375   0.017094
6.08336  6.08375   0.017094
6.08359  6.08386   0.017094
6.08393  6.08400   0.017094
6.08393  6.08404   0.017094
6.08416  6.08414   0.017094
6.08416  6.08420   0.017094
6.08393  6.08432   0.017094
6.08393  6.08439   0.017094
6.08382  6.08445   0.017094
6.08359  6.08450   0.017094
6.08382  6.08466   0.017094
6.08359  6.08455   0.017094
6.08359  6.08445   0.017094
6.08325  6.08441   0.017094
6.08336  6.08434   0.017094
6.08336  6.08429   0.017094
6.08313  6.08409   0.017094
6.08279  6.08404   0.017094
6.08290  6.08414   0.017094
6.08245  6.08388   0.017094
6.08279  6.08334   0.017094
6.08302  6.08313   0.017094
6.08302  6.08299   0.017094
6.08245  6.08306   0.017094
6.08256  6.08331   0.017094
6.08233  6.08318   0.017094
6.08302  6.08318   0.017094
6.08279  6.08329   0.017094
6.08256  6.08334   0.017094
6.08256  6.08320   0.017094
6.08222  6.08318   0.017094
6.08245  6.08299   0.017094
6.08245  6.08306   0.017094
6.08176  6.08293   0.017094
6.08211  6.08293   0.017094
6.08153  6.08272   0.017094
6.08188  6.08286   0.017094
6.08188  6.08256   0.017094
6.08199  6.08249   0.017094
6.08199  6.08224   0.017094
6.08222  6.08231   0.017094
6.08233  6.08231   0.017094
6.08233  6.08238   0.017094
6.08245  6.08224   0.017094
6.08267  6.08220   0.017094
6.08279  6.08231   0.017094
6.08313  6.08265   0.017094
6.08290  6.08274   0.017094
6.08245  6.08277   0.017094
6.08233  6.08299   0.017094
6.08245  6.08279   0.017094
6.08267  6.08284   0.017094
6.08302  6.08279   0.017094
6.08313  6.08299   0.017094
6.08313  6.08309   0.017094
6.08325  6.08313   0.017094
6.08325  6.08316   0.017094
6.08313  6.08311   0.017094
6.08325  6.08329   0.017094
6.08313  6.08331   0.017094
6.08336  6.08347   0.017094
6.08359  6.08366   0.017094
6.08359  6.08345   0.017094
6.08336  6.08361   0.017094
6.08302  6.08363   0.017094
6.08336  6.08379   0.017094
6.08336  6.08372   0.017094
6.08336  6.08372   0.017094
6.08393  6.08359   0.017094
6.08359  6.08361   0.017094
6.08370  6.08375   0.017094
6.08393  6.08368   0.017094
6.08382  6.08402   0.017094
6.08347  6.08393   0.017094
6.08347  6.08397   0.017094
6.08347  6.08402   0.017094
6.08382  6.08400   0.017094
6.08473  6.08423   0.017094
6.08496  6.08416   0.017094
6.08496  6.08445   0.017094
6.08450  6.08455   0.017094
6.08416  6.08461   0.017094
6.08439  6.08484   0.017094
6.08439  6.08473   0.017094
6.08427  6.08475   0.017094
6.08450  6.08484   0.017094
6.08439  6.08505   0.017094
6.08461  6.08527   0.017094
6.08450  6.08521   0.017094
6.08461  6.08539   0.017094
6.08450  6.08546   0.017094
6.08450  6.08525   0.017094
6.08484  6.08536   0.017094
6.08439  6.08516   0.017094
6.08450  6.08525   0.017094
6.08473  6.08534   0.017094
6.08461  6.08500   0.017094
6.08461  6.08514   0.017094
6.08473  6.08521   0.017094
6.08496  6.08511   0.017094
6.08541  6.08516   0.017094
6.08552  6.08536   0.017094
6.08587  6.08566   0.017094
6.08609  6.08609   0.017094
6.08621  6.08593   0.017094
6.08609  6.08614   0.017094
6.08587  6.08621   0.017094
6.08587  6.08634   0.017094
6.08564  6.08628   0.017094
6.08552  6.08648   0.017094
6.08587  6.08641   0.017094
6.08609  6.08639   0.017094
6.08643  6.08648   0.017094
6.08609  6.08641   0.017094
6.08564  6.08646   0.017094
6.08541  6.08637   0.017094
6.08552  6.08641   0.017094
6.08541  6.08605   0.017094
6.08552  6.08577   0.017094
6.08575  6.08584   0.017094
6.08564  6.08580   0.017094
6.08541  6.08582   0.017094
6.08507  6.08584   0.017094
6.08507  6.08577   0.017094
6.08518  6.08582   0.017094
6.08473  6.08573   0.017094
6.08518  6.08568   0.017094
6.08496  6.08559   0.017094
6.08496  6.08559   0.017094
6.08450  6.08566   0.017094
6.08507  6.08566   0.017094
6.08518  6.08571   0.017094
6.08552  6.08573   0.017094
6.08564  6.08566   0.017094
6.08575  6.08587   0.017094
6.08609  6.08584   0.017094
6.08621  6.08616   0.017094
6.08621  6.08621   0.017094
6.08712  6.08848   0.013812
6.08723  6.08836   0.013812
6.08712  6.08830   0.013812
6.08666  6.08821   0.013812
6.08666  6.08798   0.013812
6.08632  6.08748   0.013812
6.08632  6.08728   0.013812
6.08643  6.08705   0.013812
6.08621  6.08693   0.013812
6.08643  6.08700   0.013812
6.08575  6.08671   0.013812
6.08575  6.08673   0.013812
6.08575  6.08659   0.013812
6.08587  6.08652   0.013812
6.08587  6.08655   0.013812
6.08632  6.08648   0.013812
6.08564  6.08639   0.013812
6.08587  6.08648   0.013812
6.08541  6.08646   0.013812
6.08541  6.08646   0.013812
6.08496  6.08639   0.013812
6.08427  6.08618   0.013812
6.08461  6.08593   0.013812
6.08450  6.08555   0.013812
6.08450  6.08527   0.013812
6.08461  6.08525   0.013812
6.08359  6.08518   0.013812
6.08382  6.08511   0.013812
6.08404  6.08473   0.013812
6.08290  6.08466   0.013812
6.08267  6.08441   0.013812
6.08256  6.08363   0.013812
6.08211  6.08316   0.013812
6.08233  6.08306   0.013812
6.08245  6.08313   0.013812
6.08085  6.08277   0.013812
6.07902  6.08247   0.013812
6.07947  6.08137   0.013812
6.07913  6.08023   0.013812
6.08016  6.07980   0.013812
6.07993  6.07973   0.013812
6.07993  6.07982   0.013812
6.08039  6.07973   0.013812
6.08039  6.07993   0.013812
6.08073  6.08005   0.013812
6.08062  6.08003   0.013812
6.08062  6.08028   0.013812
6.08062  6.08035   0.013812
6.08108  6.08060   0.013812
6.08028  6.08060   0.013812
6.08016  6.08064   0.013812
6.08016  6.08073   0.013812
6.07982  6.08069   0.013812
6.07993  6.08067   0.013812
6.07947  6.08035   0.013812
6.07970  6.08041   0.013812
6.08005  6.08023   0.013812
6.07947  6.08018   0.013812
6.07970  6.08007   0.013812
6.07993  6.08014   0.013812
6.07982  6.08005   0.013812
6.07970  6.08000   0.013812
6.07993  6.08009   0.013812
6.07982  6.07998   0.013812
6.08016  6.08000   0.013812
6.08039  6.08009   0.013812
6.08108  6.08009   0.013812
6.08119  6.08039   0.013812
6.08108  6.08076   0.013812
6.08119  6.08085   0.013812
6.08131  6.08105   0.013812
6.08096  6.08096   0.013812
6.08119  6.08094   0.013812
6.08142  6.08092   0.013812
6.08153  6.08092   0.013812
6.08176  6.08126   0.013812
6.08153  6.08133   0.013812
6.08188  6.08156   0.013812
6.08199  6.08176   0.013812
6.08188  6.08188   0.013812
6.08165  6.08190   0.013812
6.08176  6.08181   0.013812
6.08165  6.08206   0.013812
6.08176  6.08208   0.013812
6.08176  6.08213   0.013812
6.08142  6.08213   0.013812
6.08119  6.08217   0.013812
6.08108  6.08229   0.013812
6.08153  6.08233   0.013812
6.08211  6.08224   0.013812
6.08256  6.08231   0.013812
6.08279  6.08233   0.013812
6.08267  6.08249   0.013812
6.08325  6.08249   0.013812
6.08359  6.08261   0.013812
6.08416  6.08293   0.013812
6.08359  6.08316   0.013812
6.08370  6.08338   0.013812
6.08370  6.08359   0.013812
6.08325  6.08363   0.013812
6.08336  6.08393   0.013812
6.08313  6.08397   0.013812
6.08313  6.08400   0.013812
6.08267  6.08402   0.013812
6.08279  6.08395   0.013812
6.08279  6.08359   0.013812
6.08290  6.08347   0.013812
6.08279  6.08336   0.013812
6.08302  6.08329   0.013812
6.08290  6.08334   0.013812
6.08302  6.08338   0.013812
6.08313  6.08352   0.013812
6.08359  6.08347   0.013812
6.08370  6.08338   0.013812
6.08416  6.08338   0.013812
6.08427  6.08357   0.013812
6.08461  6.08377   0.013812
6.08450  6.08397   0.013812
6.08507  6.08409   0.013812
6.08507  6.08420   0.013812
6.08507  6.08427   0.013812
6.08518  6.08448   0.013812
6.08575  6.08448   0.013812
6.08552  6.08468   0.013812
6.08530  6.08484   0.013812
6.08518  6.08505   0.013812
6.08518  6.08500   0.013812
6.08518  6.08518   0.013812
6.08541  6.08532   0.013812
6.08552  6.08534   0.013812
6.08552  6.08548   0.013812
6.08564  6.08546   0.013812
6.08598  6.08562   0.013812
6.08530  6.08562   0.013812
6.08530  6.08564   0.013812
6.08609  6.08573   0.013812
6.08598  6.08575   0.013812
6.08541  6.08580   0.013812
6.08484  6.08573   0.013812
6.08552  6.08573   0.013812
6.08541  6.08555   0.013812
6.08530  6.08550   0.013812
6.08552  6.08559   0.013812
6.08541  6.08557   0.013812
6.08552  6.08559   0.013812
6.08541  6.08552   0.013812
6.08530  6.08559   0.013812
6.08518  6.08573   0.013812
6.08518  6.08566   0.013812
6.08484  6.08557   0.013812
6.08473  6.08559   0.013812
6.08496  6.08555   0.013812
6.08461  6.08539   0.013812
6.08461  6.08550   0.013812
6.08450  6.08530   0.013812
6.08450  6.08527   0.013812
6.08450  6.08536   0.013812
6.08439  6.08523   0.013812
6.08450  6.08532   0.013812
6.08450  6.08536   0.013812
6.08439  6.08507   0.013812
6.08416  6.08507   0.013812
6.08427  6.08500   0.013812
6.08393  6.08498   0.013812
6.08393  6.08493   0.013812
6.08393  6.08484   0.013812
6.08404  6.08477   0.013812
6.08416  6.08466   0.013812
6.08404  6.08461   0.013812
6.08416  6.08473   0.013812
6.08439  6.08482   0.013812
6.08450  6.08491   0.013812
6.08461  6.08493   0.013812
6.08461  6.08498   0.013812
6.08439  6.08509   0.013812
6.08461  6.08509   0.013812
6.08450  6.08496   0.013812
6.08450  6.08500   0.013812
6.08439  6.08521   0.013812
6.08416  6.08523   0.013812
6.08416  6.08530   0.013812
6.08439  6.08530   0.013812
6.08427  6.08523   0.013812
6.08450  6.08530   0.013812
6.08450  6.08530   0.013812
6.08439  6.08532   0.013812
6.08450  6.08532   0.013812
6.08461  6.08536   0.013812
6.08439  6.08532   0.013812
6.08427  6.08527   0.013812
6.08439  6.08532   0.013812
6.08484  6.08541   0.013812
6.08473  6.08548   0.013812
6.08496  6.08548   0.013812
6.08484  6.08555   0.013812
6.08496  6.08555   0.013812
6.08484  6.08557   0.013812
6.08530  6.08562   0.013812
6.08496  6.08566   0.013812
6.08518  6.08577   0.013812
6.08530  6.08589   0.013812
6.08564  6.08596   0.013812
6.08541  6.08600   0.013812
6.08564  6.08605   0.013812
6.08587  6.08605   0.013812
6.08621  6.08609   0.013812
6.08723  6.08614   0.013812
6.08677  6.08621   0.013812
6.08746  6.08659   0.013812
6.08757  6.08684   0.013812
6.08814  6.08705   0.013812
6.08927  6.08748   0.013812
6.08961  6.08771   0.013812
6.08905  6.08821   0.013812
6.08927  6.08868   0.013812
6.08927  6.08889   0.013812
6.08882  6.08911   0.013812
6.08905  6.08916   0.013812
6.08927  6.08929   0.013812
6.08905  6.08920   0.013812
6.08950  6.08927   0.013812
6.08984  6.08934   0.013812
6.09086  6.08945   0.013812
6.09063  6.08970   0.013812
6.09086  6.09000   0.013812
6.09029  6.09018   0.013812
6.09040  6.09022   0.013812
6.09018  6.09043   0.013812
6.08984  6.09040   0.013812
6.08950  6.09045   0.013812
6.08961  6.09043   0.013812
6.08939  6.09036   0.013812
6.08939  6.09018   0.013812
6.08961  6.09002   0.013812
6.08961  6.08988   0.013812
6.08939  6.09002   0.013812
6.08961  6.08986   0.013812
6.08939  6.08973   0.013812
6.08905  6.08975   0.013812
6.08882  6.08973   0.013812
6.08893  6.08950   0.013812
6.08871  6.08934   0.013812
6.08882  6.08914   0.013812
6.08916  6.08925   0.013812
6.08882  6.08925   0.013812
6.08814  6.08898   0.013812
6.08825  6.08875   0.013812
6.08802  6.08884   0.013812
6.08836  6.08871   0.013812
6.08882  6.08873   0.013812
6.08882  6.08850   0.013812
6.08882  6.08841   0.013812
6.08893  6.08846   0.013812
6.08871  6.08836   0.013812
6.08950  6.08841   0.013812
6.08927  6.08832   0.013812
6.08950  6.08830   0.013812
6.08961  6.08861   0.013812
6.08973  6.08873   0.013812
6.09063  6.08889   0.013812
6.09018  6.08895   0.013812
6.09108  6.08927   0.013812
6.09108  6.08927   0.013812
6.09108  6.08934   0.013812
6.09063  6.08991   0.013812
6.09120  6.09013   0.013812
6.09018  6.09004   0.013812
6.09018  6.08988   0.013812
6.09029  6.08991   0.013812
6.09063  6.08997   0.013812
6.09074  6.09009   0.013812
6.09052  6.09013   0.013812
6.09040  6.09029   0.013812
6.09029  6.09018   0.013812
6.09029  6.09022   0.013812
6.09007  6.09025   0.013812
6.09018  6.09020   0.013812
6.09007  6.09022   0.013812
6.09007  6.08995   0.013812
6.08984  6.09018   0.013812
6.08995  6.09018   0.013812
6.09018  6.09009   0.013812
6.09029  6.09007   0.013812
6.09097  6.09020   0.013812
6.09097  6.09022   0.013812
6.09154  6.09027   0.013812
6.09154  6.09036   0.013812
6.09176  6.09040   0.013812
6.09199  6.09059   0.013812
6.09199  6.09093   0.013812
6.09278  6.09108   0.013812
6.09312  6.09140   0.013812
6.09323  6.09190   0.013812
6.09357  6.09226   0.013812
6.09334  6.09269   0.013812
6.09413  6.09292   0.013812
6.09470  6.09310   0.013812
6.09470  6.09377   0.013812
6.09504  6.09384   0.013812
6.09470  6.09398   0.013812
6.09537  6.09431   0.013812
6.09537  6.09438   0.013812
6.09560  6.09441   0.013812
6.09639  6.09443   0.013812
6.09672  6.09470   0.013812
6.09920  6.09555   0.013812
6.09852  6.09623   0.013812
6.09807  6.09684   0.013812
6.09785  6.09724   0.013812
6.09718  6.09722   0.013812
6.09762  6.09697   0.013812
6.09762  6.09639   0.013812
6.09762  6.09659   0.013812
6.09762  6.09648   0.013812
6.09807  6.09639   0.013812
6.09785  6.09623   0.013812
6.09807  6.09630   0.013812
6.09841  6.09639   0.013812
6.09897  6.09659   0.013812
6.09886  6.09688   0.013812
6.10009  6.09765   0.013812
6.10121  6.09807   0.013812
6.10077  6.09908   0.013812
6.09987  6.09989   0.013812
6.10054  6.09987   0.013812
6.10066  6.09965   0.013812
6.10099  6.09944   0.013812
6.10077  6.09917   0.013812
6.10099  6.09983   0.013812
6.10166  6.10014   0.013812
6.10144  6.10009   0.013812
6.10211  6.10003   0.013812
6.10189  6.10027   0.013812
6.10211  6.10099   0.013812
6.10189  6.10110   0.013812
6.10233  6.10113   0.013812
6.10189  6.10131   0.013812
6.10211  6.10121   0.013812
6.10222  6.10131   0.013812
6.10245  6.10148   0.013812
6.10323  6.10121   0.013812
6.10390  6.10148   0.013812
6.10457  6.10193   0.013812
6.10479  6.10310   0.013812
6.10569  6.10336   0.013812
6.10636  6.10332   0.013812
6.10524  6.10334   0.013812
6.10546  6.10341   0.013812
6.10569  6.10334   0.013812
6.10502  6.10345   0.013812
6.10591  6.10372   0.013812
6.10524  6.10406   0.013812
6.10569  6.10446   0.013812
6.10524  6.10419   0.013812
6.10479  6.10408   0.013812
6.10479  6.10421   0.013812
6.10479  6.10408   0.013812
6.10390  6.10381   0.013812
6.10424  6.10365   0.013812
6.10435  6.10334   0.013812
6.10368  6.10305   0.013812
6.10368  6.10294   0.013812
6.10368  6.10283   0.013812
6.10368  6.10267   0.013812
6.10323  6.10263   0.013812
6.10368  6.10236   0.013812
6.10435  6.10220   0.013812
6.10457  6.10204   0.013812
6.10435  6.10224   0.013812
6.10479  6.10240   0.013812
6.10479  6.10242   0.013812
6.10412  6.10222   0.013812
6.10390  6.10229   0.013812
6.10412  6.10227   0.013812
6.10390  6.10224   0.013812
6.10457  6.10247   0.013812
6.10491  6.10254   0.013812
6.10435  6.10245   0.013812
6.10457  6.10251   0.013812
6.10468  6.10448   0.006489
6.10457  6.10457   0.006489
6.10457  6.10441   0.006489
6.10468  6.10446   0.006489
6.10513  6.10459   0.006489
6.10479  6.10473   0.006489
6.10513  6.10466   0.006489
6.10580  6.10468   0.006489
6.10624  6.10499   0.006489
6.10691  6.10531   0.006489
6.10725  6.10566   0.006489
6.10769  6.10620   0.006489
6.10780  6.10705   0.006489
6.10836  6.10740   0.006489
6.10791  6.10756   0.006489
6.10747  6.10756   0.006489
6.10725  6.10774   0.006489
6.10658  6.10747   0.006489
6.10725  6.10742   0.006489
6.10725  6.10727   0.006489
6.10658  6.10716   0.006489
6.10702  6.10707   0.006489
6.10680  6.10687   0.006489
6.10569  6.10693   0.006489
6.10702  6.10682   0.006489
6.10691  6.10627   0.006489
6.10557  6.10613   0.006489
6.10569  6.10613   0.006489
6.10535  6.10609   0.006489
6.10569  6.10569   0.006489
6.10513  6.10540   0.006489
6.10524  6.10531   0.006489
6.10457  6.10484   0.006489
6.10479  6.10435   0.006489
6.10513  6.10439   0.006489
6.10535  6.10430   0.006489
6.10502  6.10435   0.006489
6.10569  6.10432   0.006489
6.10636  6.10446   0.006489
6.10569  6.10455   0.006489
6.10580  6.10466   0.006489
6.10569  6.10470   0.006489
6.10580  6.10486   0.006489
6.10591  6.10488   0.006489
6.10602  6.10488   0.006489
6.10546  6.10470   0.006489
6.10569  6.10484   0.006489
6.10513  6.10488   0.006489
6.10513  6.10486   0.006489
6.10446  6.10475   0.006489
6.10412  6.10475   0.006489
6.10468  6.10462   0.006489
6.10479  6.10457   0.006489
6.10457  6.10430   0.006489
6.10457  6.10439   0.006489
6.10468  6.10424   0.006489
6.10446  6.10421   0.006489
6.10468  6.10408   0.006489
6.10390  6.10415   0.006489
6.10401  6.10424   0.006489
6.10401  6.10397   0.006489
6.10424  6.10397   0.006489
6.10368  6.10390   0.006489
6.10401  6.10363   0.006489
6.10424  6.10368   0.006489
6.10435  6.10352   0.006489
6.10446  6.10352   0.006489
6.10468  6.10341   0.006489
6.10446  6.10357   0.006489
6.10424  6.10350   0.006489
6.10435  6.10352   0.006489
6.10446  6.10361   0.006489
6.10479  6.10361   0.006489
6.10479  6.10379   0.006489
6.10524  6.10374   0.006489
6.10557  6.10372   0.006489
6.10546  6.10408   0.006489
6.10569  6.10417   0.006489
6.10624  6.10437   0.006489
6.10602  6.10444   0.006489
6.10569  6.10444   0.006489
6.10557  6.10491   0.006489
6.10524  6.10504   0.006489
6.10502  6.10497   0.006489
6.10513  6.10508   0.006489
6.10491  6.10513   0.006489
6.10502  6.10517   0.006489
6.10524  6.10522   0.006489
6.10513  6.10515   0.006489
6.10535  6.10531   0.006489
6.10535  6.10528   0.006489
6.10535  6.10524   0.006489
6.10546  6.10522   0.006489
6.10546  6.10528   0.006489
6.10580  6.10546   0.006489
6.10613  6.10555   0.006489
6.10580  6.10548   0.006489
6.10658  6.10546   0.006489
6.10591  6.10542   0.006489
6.10569  6.10562   0.006489
6.10557  6.10555   0.006489
6.10546  6.10544   0.006489
6.10535  6.10537   0.006489
6.10535  6.10533   0.006489
6.10502  6.10555   0.006489
6.10524  6.10540   0.006489
6.10491  6.10526   0.006489
6.10479  6.10511   0.006489
6.10479  6.10497   0.006489
6.10479  6.10513   0.006489
6.10524  6.10508   0.006489
6.10479  6.10493   0.006489
6.10479  6.10499   0.006489
6.10468  6.10488   0.006489
6.10468  6.10493   0.006489
6.10446  6.10477   0.006489
6.10468  6.10491   0.006489
6.10468  6.10479   0.006489
6.10457  6.10482   0.006489
6.10424  6.10488   0.006489
6.10424  6.10464   0.006489
6.10446  6.10470   0.006489
6.10446  6.10462   0.006489
6.10446  6.10464   0.006489
6.10479  6.10466   0.006489
6.10457  6.10459   0.006489
6.10491  6.10457   0.006489
6.10457  6.10444   0.006489
6.10502  6.10446   0.006489
6.10479  6.10446   0.006489
6.10502  6.10437   0.006489
6.10502  6.10437   0.006489
