date             aa           sp
20050602       0.003977      0.001680
20050603      -0.016205     -0.006867
20050606       0.000366      0.001246
20050607      -0.001829     -0.000209
20050608       0.000000     -0.002163
20050609      -0.011364      0.005240
20050610       0.004820     -0.002348
20050613       0.011070      0.002262
20050614      -0.004744      0.002573
20050615       0.010634      0.002218
20050616       0.013425      0.003630
20050617       0.011457      0.004955
20050620      -0.008850     -0.000707
20050621      -0.007143     -0.002048
20050622      -0.003957      0.000222
20050623      -0.018057     -0.010833
20050624      -0.026848     -0.007629
20050627      -0.013983     -0.000739
20050628       0.010732      0.009138
20050629      -0.002655     -0.001431
20050630      -0.006464     -0.007101
20050701       0.000383      0.002611
20050705       0.002295      0.008833
20050706      -0.007634     -0.008340
20050707       0.003462      0.002452
20050708       0.042545      0.011679
20050711       0.018015      0.006255
20050712      -0.001083      0.002272
20050713      -0.008677      0.000884
20050714       0.005470      0.002624
20050715      -0.002539      0.001158
20050718       0.006182     -0.005530
20050719       0.015540      0.006731
20050720       0.015658      0.004759
20050721       0.003153     -0.006606
20050722      -0.000699      0.005411
20050725      -0.008738     -0.003769
20050726      -0.003173      0.001733
20050727      -0.004245      0.004573
20050728       0.014920      0.005603
20050729      -0.018201     -0.007671
20050801      -0.004991      0.000948
20050802       0.030455      0.007099
20050803       0.003129      0.000739
20050804      -0.020906     -0.007373
20050805      -0.012811     -0.007638
20050808       0.010815     -0.002683
20050809       0.020685      0.006745
20050810       0.008735     -0.001827
20050811       0.031174      0.007062
20050812      -0.001680     -0.005994
20050815      -0.016151      0.002828
20050816      -0.014364     -0.011776
20050817      -0.014920      0.000738
20050818      -0.011272     -0.001000
20050819       0.001069      0.000566
20050822       0.009253      0.001656
20050823      -0.023977     -0.003405
20050824      -0.010477     -0.006554
20050825       0.002921      0.002315
20050826      -0.006553     -0.006013
20050829       0.006962      0.005958
20050830      -0.014556     -0.003192
20050831      -0.010709      0.009864
20050901       0.014558      0.001033
20050902      -0.009566     -0.002922
20050906       0.001486      0.012619
20050907      -0.014837      0.002408
20050908      -0.005271     -0.003793
20050909       0.015897      0.007965
20050912       0.010432     -0.000741
20050913      -0.011799     -0.007545
20050914      -0.009328     -0.003281
20050915      -0.006403      0.000464
20050916       0.011372      0.008292
20050919      -0.011994     -0.005566
20050920      -0.007587     -0.007863
20050921      -0.003058     -0.009121
20050922      -0.006902      0.003652
20050923      -0.057143      0.000552
20050926      -0.009009      0.000280
20050927      -0.007851      0.000025
20050928       0.002499      0.001012
20050929       0.015787      0.008867
20050930      -0.001227      0.000920
20051003      -0.022522     -0.001717
20051004      -0.021366     -0.009970
20051005      -0.017551     -0.014887
20051006      -0.001743     -0.004096
20051007       0.005674      0.003701
20051010      -0.016493     -0.007166
20051011       0.008385     -0.002072
20051012      -0.006127     -0.006068
20051013      -0.007486     -0.000713
20051014       0.019077      0.008268
20051017       0.010013      0.002975
20051018       0.003448     -0.010050
20051019       0.018900      0.014956
20051020      -0.015177     -0.015020
20051021      -0.000428      0.001520
20051024       0.025268      0.016777
20051025      -0.007937     -0.002368
20051026       0.003789     -0.004312
20051027       0.001258     -0.010475
20051028       0.006284      0.016549
20051031       0.011241      0.007176
20051101       0.012762     -0.003521
20051102       0.013821      0.009977
20051103       0.013715      0.004264
20051104       0.001592      0.000164
20051107       0.030592      0.002188
20051108       0.001927     -0.003451
20051109       0.008080      0.001690
20051110       0.003053      0.008446
20051111       0.015221      0.003055
20051114      -0.002624     -0.000778
20051115      -0.013153     -0.003850
20051116       0.002666      0.001790
20051117       0.004558      0.009414
20051118      -0.001890      0.004401
20051121       0.011742      0.005271
20051122      -0.000374      0.005084
20051123       0.007116      0.003473
20051125       0.016363      0.002086
20051128       0.009879     -0.008508
20051129       0.009783      0.000016
20051130      -0.016505     -0.006362
20051201       0.031740      0.012157
20051202      -0.006365      0.000324
20051205      -0.004626     -0.002363
20051206       0.009653      0.001276
20051207       0.012394     -0.005009
20051208      -0.005596     -0.001217
20051209      -0.009849      0.002811
20051212      -0.002842      0.000842
20051213       0.015675      0.005554
20051214      -0.000702      0.004190
20051215      -0.009126     -0.001414
20051216       0.000000     -0.002848
20051219       0.011335     -0.005839
20051220      -0.008757     -0.000238
20051221       0.024382      0.002517
20051222       0.011728      0.004221
20051223       0.004091      0.000426
20051227      -0.006791     -0.009553
20051228       0.012308      0.001297
20051229       0.001351     -0.002981
20051230      -0.002698     -0.004887
20060103       0.011160      0.016430
20060104       0.005686      0.003673
20060105       0.007981      0.000016
20060106      -0.003299      0.009399
20060109       0.011917      0.003656
20060110      -0.031730     -0.000357
20060111      -0.013514      0.003481
20060112      -0.013356     -0.006274
20060113       0.004859      0.001205
20060117       0.005872     -0.003635
20060118      -0.005838     -0.003897
20060119       0.018653      0.005564
20060120      -0.023398     -0.018326
20060123       0.013194      0.001847
20060124       0.004455      0.002405
20060125       0.014671     -0.001721
20060126       0.034970      0.007235
20060127       0.016894      0.007764
20060130      -0.024601      0.001153
20060131       0.031772     -0.003984
20060201      -0.007619      0.001859
20060202      -0.014786     -0.009061
20060203      -0.002284     -0.005359
20060206       0.047417      0.000783
20060207      -0.036216     -0.008095
20060208       0.010042      0.008663
20060209      -0.003528     -0.001478
20060210      -0.006759      0.002540
20060213      -0.020091     -0.003260
20060214       0.037368      0.010033
20060215      -0.015301      0.003504
20060216      -0.016834      0.007328
20060217       0.000329     -0.001660
20060221      -0.005925     -0.003271
20060222       0.003311      0.007513
20060223      -0.006931     -0.003775
20060224       0.002326      0.001274
20060227      -0.019894      0.003637
20060228      -0.008119     -0.010401
20060301       0.007844      0.008261
20060302       0.011844     -0.001626
20060303       0.016722     -0.001482
20060306      -0.019737     -0.006968
20060307      -0.020134     -0.001862
20060308      -0.014384      0.002030
20060309       0.001042     -0.004881
20060310       0.014578      0.007349
20060313      -0.004790      0.001990
20060314       0.017532      0.010396
20060315       0.010135      0.004270
20060316       0.011037      0.001773
20060317      -0.003970      0.001471
20060320      -0.010296     -0.001660
20060321      -0.022148     -0.006015
20060322       0.007550      0.006021
20060323       0.005450     -0.002582
20060324       0.010501      0.000983
20060327       0.016762     -0.001028
20060328      -0.005275     -0.006438
20060329       0.017899      0.007470
20060330       0.000326     -0.002026
20060331      -0.005208     -0.004168
20060403       0.011126      0.002301
20060404      -0.001294      0.006257
20060405       0.026248      0.004311
20060406       0.015472     -0.001921
20060407       0.010572     -0.010343
20060410       0.010154      0.000849
20060411       0.038379     -0.007736
20060412       0.000000      0.001205
20060413      -0.011147      0.000776
20060417       0.008603     -0.002940
20060418       0.034118      0.017365
20060419      -0.005973      0.001744
20060420      -0.005150      0.001168
20060421       0.017831     -0.000137
20060424       0.003956     -0.002417
20060425      -0.012102     -0.004870
20060426      -0.003989      0.002819
20060427      -0.044622      0.003302
20060428       0.011377      0.000680
20060501       0.008585     -0.004135
20060502       0.006164      0.006145
20060503      -0.011960     -0.004082
20060504       0.022539      0.003364
20060505       0.017981      0.010295
20060508       0.029060     -0.000830
20060509       0.013012      0.000362
20060510      -0.010112     -0.001728
20060511      -0.005522     -0.012798
20060512      -0.033592     -0.011241
20060515      -0.038495      0.002525
20060516       0.005079     -0.001869
20060517      -0.043995     -0.016841
20060518      -0.026430     -0.006699
20060519       0.021399      0.004137
20060522      -0.025954     -0.003915
20060523      -0.009952     -0.004350
20060524       0.005837      0.001584
20060525       0.020632      0.011370
20060526       0.020215      0.005719
20060530      -0.024768     -0.015873
20060531       0.006984      0.008136
20060601       0.026797      0.012298
20060602       0.000000      0.001952
20060605      -0.036537     -0.017800
20060606      -0.021988     -0.001138
20060607      -0.020854     -0.006092
20060608       0.000666      0.001417
20060609       0.003658     -0.004476
20060612      -0.014911     -0.012697
20060613      -0.026236     -0.010280
20060614       0.021071      0.005189
20060615       0.023681      0.021235
20060616      -0.005618     -0.003678
20060619      -0.032901     -0.009109
20060620       0.003093     -0.000016
20060621       0.021925      0.009741
20060622       0.005364     -0.005271
20060623       0.006335     -0.000883
20060626       0.014910      0.004869
20060627      -0.008162     -0.009084
20060628       0.005596      0.005487
20060629       0.044190      0.021565
20060630       0.014420     -0.002098
20060703       0.022559      0.007865
20060705      -0.007555     -0.007249
20060706       0.017661      0.002494
20060707       0.003890     -0.006750
20060710      -0.004173      0.001470
20060711      -0.048788      0.004087
20060712       0.008496     -0.010939
20060713      -0.033073     -0.012959
20060714      -0.006454     -0.004902
20060717      -0.018513     -0.001383
20060718       0.006287      0.001920
20060719       0.019073      0.018555
20060720      -0.032914     -0.008477
20060721      -0.013680     -0.007077
20060724       0.006089      0.016625
20060725       0.008070      0.006321
20060726      -0.006671     -0.000378
20060727      -0.015447     -0.004100
20060728       0.013984      0.012152
20060731       0.007400     -0.001478
20060801      -0.022037     -0.004496
20060802       0.017412      0.006004
20060803      -0.001686      0.001345
20060804      -0.001014     -0.000711
20060807      -0.005749     -0.002806
20060808      -0.011905     -0.003363
20060809      -0.007229     -0.004349
20060810       0.003121      0.004629
20060811      -0.022814     -0.003986
20060814      -0.012027      0.001160
20060815       0.020050      0.013696
20060816       0.007722      0.007662
20060817      -0.006966      0.001582
20060818      -0.002806      0.003715
20060821       0.011959     -0.003670
20060822       0.010080      0.001002
20060823      -0.004473     -0.004489
20060824      -0.008987      0.002374
20060825       0.009069     -0.000748
20060828      -0.002765      0.005166
20060829      -0.001733      0.001920
20060830      -0.011806     -0.000008
20060831       0.004568     -0.000345
20060901       0.014690      0.005515
20060905      -0.004137      0.001709
20060906      -0.003461     -0.009891
20060907       0.004168     -0.004799
20060908      -0.007956      0.003787
20060911      -0.052999      0.000477
20060912       0.008837      0.010442
20060913       0.021898      0.003777
20060914      -0.005000     -0.001358
20060915       0.009691      0.002727
20060918       0.012442      0.000993
20060919      -0.014045     -0.002172
20060920      -0.014957      0.005211
20060921       0.000362     -0.005395
20060922      -0.006505     -0.002466
20060925      -0.007275      0.008815
20060926       0.013924      0.007517
20060927       0.002891      0.000187
20060928       0.005045      0.001915
20060929       0.005378     -0.002464
20061002      -0.014979     -0.003391
20061003      -0.018827      0.002096
20061004       0.002214      0.012075
20061005       0.015096      0.002222
20061006       0.006166     -0.002690
20061009       0.009012      0.000800
20061010       0.010718      0.002043
20061011      -0.050901     -0.002564
20061012      -0.009311      0.009541
20061013       0.001504      0.002047
20061016       0.025526      0.002512
20061017       0.007321     -0.003652
20061018      -0.005087      0.001400
20061019       0.005479      0.000732
20061020      -0.002543      0.001200
20061023       0.001093      0.006152
20061024       0.008003      0.000261
20061025       0.002165      0.003514
20061026      -0.005762      0.004963
20061027       0.024991     -0.008452
20061030      -0.001413      0.000428
20061031       0.023001      0.000007
20061101      -0.014874     -0.007352
20061102       0.006001     -0.000344
20061103      -0.000351     -0.002223
20061106       0.011583      0.011346
20061107       0.001388      0.002218
20061108      -0.004505      0.002083
20061109       0.009746     -0.005333
20061110      -0.017235      0.001865
20061113      -0.000702      0.002549
20061114      -0.002808      0.006356
20061115       0.004928      0.002405
20061116      -0.008406      0.002284
20061117      -0.001413      0.001029
20061120       0.007075     -0.000500
20061121       0.025290      0.001649
20061122       0.042480      0.002338
20061124       0.009201     -0.003656
20061127      -0.017909     -0.013598
20061128       0.001326      0.003488
20061129       0.026159      0.009202
20061130       0.005808      0.000822
20061201      -0.009625     -0.002799
20061204       0.010042      0.008885
20061205      -0.010904      0.004002
20061206      -0.002918     -0.001315
20061207       0.001951     -0.003971
20061208       0.009737      0.001812
20061211      -0.001929      0.002270
20061212      -0.014171     -0.001047
20061213      -0.005227      0.001169
20061214       0.010181      0.008689
20061215       0.009103      0.001122
20061218      -0.019974     -0.003230
20061219       0.001972      0.002158
20061220      -0.014436     -0.001417
20061221      -0.024634     -0.003674
20061222      -0.002048     -0.005316
20061226       0.004446      0.004352
20061227       0.022131      0.007015
20061228       0.000000     -0.001479
20061229      -0.000333     -0.004513
20070103      -0.022659     -0.001199
20070104      -0.007501      0.001228
20070105      -0.012023     -0.006085
20070108      -0.009736      0.002220
20070109       0.001405     -0.000517
20070110       0.059958      0.001940
20070111       0.007939      0.006340
20070112       0.010502      0.004853
20070116      -0.006820      0.000818
20070117      -0.001635     -0.000894
20070118      -0.007534     -0.002971
20070119       0.036304      0.002895
20070122      -0.007325     -0.005278
20070123       0.012833      0.003542
20070124       0.007285      0.008501
20070125      -0.010377     -0.011270
20070126       0.019066     -0.001208
20070129      -0.008419     -0.001097
20070130       0.016038      0.005772
20070131       0.004952      0.006593
20070201       0.015480      0.005354
20070202      -0.010976      0.001694
20070205       0.003699     -0.000967
20070206       0.008907      0.000698
20070207      -0.021309      0.001395
20070208       0.015241     -0.001179
20070209      -0.003676     -0.007077
20070212       0.011685     -0.003261
20070213       0.063830      0.007597
20070214      -0.012286      0.007644
20070215       0.004050      0.001038
20070216       0.002017     -0.000872
20070220       0.002588      0.002844
20070221       0.008030     -0.001404
20070222      -0.011380     -0.000858
20070223       0.009496     -0.003564
20070226       0.007982     -0.001254
20070227      -0.044400     -0.034725
20070228      -0.011246      0.005561
20070301      -0.004789     -0.002595
20070302      -0.016541     -0.011403
20070305      -0.029664     -0.009408
20070306       0.021431      0.015494
20070307      -0.000617     -0.002465
20070308       0.003087      0.007127
20070309       0.021853      0.000685
20070312       0.006626      0.002673
20070313      -0.020048     -0.020368
20070314       0.017405      0.006691
20070315       0.016807      0.003684
20070316      -0.011806     -0.003828
20070319       0.014337      0.010894
20070320       0.003239      0.006334
20070321      -0.006457      0.017081
20070322      -0.004727     -0.000348
20070323       0.014841      0.001094
20070326      -0.000585      0.000968
20070327      -0.004975     -0.006184
20070328      -0.012353     -0.007966
20070329       0.002978      0.003740
20070330       0.006532     -0.001174
20070402       0.000590      0.002597
20070403       0.020637      0.009280
20070404      -0.003466      0.001113
20070405       0.002609      0.003050
20070409       0.008095      0.000589
20070410       0.000860      0.002617
20070411       0.005158     -0.006573
20070412      -0.000285      0.006206
20070413       0.001426      0.003488
20070416      -0.005125      0.010751
20070417      -0.004865      0.002050
20070418      -0.008628      0.000693
20070419      -0.004061     -0.001202
20070420       0.001165      0.009261
20070423      -0.006401     -0.002304
20070424      -0.004100     -0.000351
20070425       0.051455      0.010139
20070426       0.001398     -0.000782
20070427       0.005027     -0.000120
20070430      -0.013893     -0.007831
20070501      -0.020569      0.002651
20070502       0.008343      0.006472
20070503       0.005161      0.004325
20070504       0.017113      0.002150
20070507       0.083287      0.002564
20070508       0.022521     -0.001166
20070509      -0.019494      0.003223
20070510      -0.028402     -0.013956
20070511       0.010630      0.009641
20070514       0.008414     -0.001793
20070515       0.024511     -0.001304
20070516      -0.006363      0.008626
20070517       0.002818     -0.000918
20070518       0.014815      0.006610
20070521      -0.018626      0.001543
20070522      -0.001026     -0.000643
20070523       0.036457     -0.001207
20070524      -0.003963     -0.009703
20070525       0.017160      0.005453
20070529      -0.012958      0.001570
20070530       0.021551      0.007984
20070531       0.000970      0.000255
20070601       0.004360      0.003737
20070604      -0.011336      0.001849
20070605      -0.009759     -0.005347
20070606      -0.018231     -0.008864
20070607      -0.023087     -0.017570
20070608       0.018752      0.011370
20070611      -0.009077      0.000962
20070612       0.001018     -0.010682
20070613       0.028978      0.015184
20070614       0.016798      0.004816
20070615       0.010690      0.006527
20070618       0.006731     -0.001213
20070619      -0.007163      0.001731
20070620      -0.031987     -0.013601
20070621       0.002236      0.006180
20070622      -0.008428     -0.012896
20070625      -0.014750     -0.003208
20070626      -0.018016     -0.003238
20070627       0.006977      0.009009
20070628       0.008468     -0.000418
20070629       0.031298     -0.001567
20070702       0.013817      0.010696
20070703       0.009978      0.003580
20070705      -0.003614      0.000348
20070706       0.007497      0.003304
20070709       0.016803      0.000921
20070710      -0.016525     -0.014185
20070711       0.018483      0.005721
20070712       0.067405      0.019055
20070713       0.045485      0.003101
20070716      -0.012249     -0.001919
20070717      -0.003421     -0.000097
20070718      -0.003433     -0.002065
20070719      -0.039397      0.004469
20070720      -0.034514     -0.012221
20070723      -0.014624      0.004869
20070724      -0.028269     -0.019804
20070725      -0.008242      0.004666
20070726      -0.071132     -0.023339
20070727      -0.015526     -0.015992
20070730       0.022454      0.010254
20070731      -0.001307     -0.012647
20070801      -0.002094      0.007243
20070802      -0.001845      0.004359
20070803      -0.044879     -0.026586
20070806      -0.014096      0.024151
20070807       0.026353      0.006159
20070808       0.013111      0.014072
20070809      -0.044486     -0.029650
20070810      -0.021163      0.000379
20070813       0.024503     -0.000495
20070814      -0.019133     -0.018157
20070815      -0.033276     -0.013908
20070816      -0.052819      0.003249
20070817       0.042920      0.024567
20070820       0.030940     -0.000270
20070821       0.008158      0.001086
20070822       0.046821      0.011713
20070823      -0.012424     -0.001072
20070824       0.025720      0.011535
20070827       0.007904     -0.008504
20070828      -0.043807     -0.023473
20070829       0.029129      0.021922
20070830      -0.006595     -0.004181
20070831       0.010512      0.011217
20070904      -0.003285      0.010468
20070905       0.001923     -0.011501
20070906       0.000548      0.004252
20070907      -0.044658     -0.016908
20070910      -0.023516     -0.001273
20070911       0.004405      0.013632
20070912      -0.016082      0.000048
20070913       0.022883      0.008420
20070914       0.030796      0.000202
20070917      -0.007046     -0.005120
20070918       0.047119      0.029208
20070919       0.010572      0.006086
20070920       0.000000     -0.006723
20070921       0.003219      0.004609
20070924      -0.010428     -0.005256
20070925      -0.000270     -0.000343
20070926       0.039730      0.005411
20070927       0.013777      0.003907
20070928       0.003077     -0.003023
20071001       0.000767      0.013290
20071002      -0.007663     -0.000265
20071003      -0.031145     -0.004552
20071004       0.000531      0.002111
20071005       0.030005      0.009560
20071008      -0.012632     -0.003217
20071009       0.037076      0.008096
20071010      -0.024925     -0.001712
20071011      -0.016783     -0.005158
20071012       0.001313      0.004754
20071015       0.002098     -0.008381
20071016      -0.024077     -0.006573
20071017       0.018235      0.001761
20071018       0.010798     -0.000753
20071019      -0.024492     -0.025616
20071022       0.007746      0.003798
20071023       0.014047      0.008803
20071024      -0.001568     -0.002441
20071025       0.004974     -0.000976
20071026       0.025006      0.013788
20071029       0.027446      0.003713
20071030      -0.026218     -0.006463
20071031       0.009906      0.011992
20071101      -0.042688     -0.026423
20071102       0.017414      0.000802
20071105      -0.017116     -0.004955
20071106       0.017678      0.012049
20071107      -0.030334     -0.029370
20071108       0.006952     -0.000576
20071109      -0.015135     -0.014287
20071112      -0.032893     -0.009988
20071113       0.021188      0.029093
20071114       0.006279     -0.007069
20071115      -0.014379     -0.013212
20071116      -0.000551      0.005230
20071119      -0.034150     -0.017460
20071120       0.008840      0.004486
20071121      -0.005936     -0.015927
20071123      -0.000569      0.016891
20071126      -0.007681     -0.023239
20071127       0.004587      0.014930
20071128       0.033390      0.028560
20071129       0.009390      0.000477
20071130      -0.004925      0.007770
20071203      -0.024196     -0.005887
20071204      -0.006763     -0.006540
20071205       0.010213      0.015190
20071206       0.007020      0.015037
20071207       0.029281     -0.001778
20071210       0.025467      0.007510
20071211      -0.045442     -0.025271
20071212       0.020758      0.006050
20071213      -0.014913      0.001224
20071214      -0.031379     -0.013746
20071217      -0.036658     -0.015021
20071218       0.014749      0.006280
20071219       0.002616     -0.001361
20071220       0.026094      0.004900
20071221       0.027126      0.016670
20071224       0.018157      0.008077
20071226       0.010808      0.000809
20071227      -0.011227     -0.014216
20071228      -0.003514      0.001436
20071231      -0.008410     -0.006852
20080102      -0.011491     -0.014438
20080103       0.001661      0.000000
20080104      -0.036474     -0.024552
20080107      -0.050473      0.003223
20080108      -0.063727     -0.018352
20080109       0.008065      0.013624
20080110       0.006080      0.007948
20080111       0.009224     -0.013595
20080114       0.036874      0.010871
20080115      -0.051976     -0.024925
20080116      -0.017955     -0.005612
20080117      -0.060072     -0.029093
20080118       0.010768     -0.006045
20080122      -0.010653     -0.011085
20080123       0.013894      0.021442
20080124       0.055498      0.010063
20080125      -0.003895     -0.015872
20080128       0.025415      0.017556
20080129       0.037814      0.006152
20080130       0.001225     -0.004764
20080131       0.011927      0.016772
20080201       0.035962      0.012238
20080204      -0.005834     -0.010463
20080205      -0.041373     -0.031995
20080206      -0.002755     -0.007624
20080207       0.011416      0.007886
20080208       0.029896     -0.004204
20080211       0.008886      0.005889
20080212      -0.016735      0.007266
20080213       0.060316      0.013604
20080214      -0.004224     -0.013421
20080215       0.010181      0.000838
20080219       0.013438     -0.000896
20080220       0.017403      0.008341
20080221      -0.014391     -0.012867
20080222       0.006887      0.007881
20080225       0.062927      0.013813
20080226      -0.009009      0.006918
20080227       0.013507     -0.000919
20080228       0.002563     -0.008942
20080229      -0.050613     -0.027090
20080303       0.031772      0.000534
20080304      -0.008351     -0.003448
20080305       0.018695      0.005238
20080306      -0.008794     -0.022014
20080307      -0.046130     -0.008410
20080310      -0.026229     -0.015463
20080311       0.059484      0.037130
20080312       0.000795     -0.008996
20080313       0.017994      0.005127
20080314      -0.002080     -0.020783
20080317      -0.033603     -0.008959
20080318       0.040431      0.042410
20080319      -0.077202     -0.024287
20080320      -0.026390      0.023944
20080324       0.010381      0.015321
20080325       0.019977      0.002304
20080326       0.008114     -0.008766
20080327      -0.018040     -0.011460
20080328       0.020633     -0.007950
20080331      -0.001385      0.005687
20080401       0.013311      0.035896
20080402      -0.003010     -0.001934
20080403       0.057919      0.001302
20080404       0.011936      0.000796
20080407      -0.040000      0.001562
20080408      -0.006944     -0.005100
20080409      -0.009145     -0.008092
20080410      -0.019815      0.004474
20080411      -0.026585     -0.020374
20080414      -0.034708     -0.003384
20080415       0.026820      0.004600
20080416       0.032434      0.022691
20080417      -0.011120      0.000623
20080418       0.019398      0.018139
20080421      -0.000276     -0.001554
20080422      -0.015172     -0.008810
20080423      -0.010364      0.002900
20080424      -0.013586      0.006442
20080425       0.024964      0.006495
20080428       0.000560     -0.001052
20080429      -0.030498     -0.003889
20080430       0.008658     -0.003846
20080501      -0.001725      0.017141
20080502       0.040035      0.003236
20080505       0.021601     -0.004534
20080506       0.030089      0.007652
20080507       0.002368     -0.018114
20080508       0.040956      0.003669
20080509      -0.015385     -0.006725
20080512       0.065830      0.011021
20080513       0.012257     -0.000385
20080514      -0.002849      0.004006
20080515       0.017619      0.010585
20080516       0.009593      0.001250
20080519       0.033372      0.000898
20080520      -0.030500     -0.009274
20080521      -0.035392     -0.016053
20080522      -0.021583      0.002617
20080523      -0.013480     -0.013210
20080527       0.003230      0.006846
20080528       0.029470      0.003963
20080529      -0.029589      0.005335
20080530       0.006197      0.001516
20080602       0.000985     -0.010504
20080603      -0.025351     -0.005788
20080604      -0.017677     -0.000327
20080605       0.030334      0.019496
20080606      -0.021457     -0.030889
20080609       0.075217      0.000794
20080610       0.013043     -0.002438
20080611      -0.079588     -0.016894
20080612      -0.040183      0.003280
20080613       0.045575      0.015046
20080616       0.006082      0.000081
20080617      -0.006297     -0.006771
20080618      -0.008872     -0.009712
20080619       0.000512      0.003752
20080620      -0.045501     -0.018543
20080623       0.009909      0.000053
20080624      -0.021745     -0.002815
20080625       0.001355      0.005843
20080626      -0.044396     -0.029365
20080627       0.002266     -0.003717
20080630       0.006783      0.001267
20080701      -0.033127      0.003836
20080702      -0.067654     -0.018204
20080703       0.020866      0.001094
20080707       0.018609     -0.008385
20080708      -0.031746      0.017080
20080709      -0.024436     -0.022776
20080710       0.097020      0.006990
20080711       0.001156     -0.011090
20080714       0.008660     -0.009028
20080715      -0.012307     -0.010901
20080716       0.007824      0.025064
20080717      -0.029902      0.012013
20080718       0.002075      0.000286
20080721       0.004436     -0.000539
20080722      -0.002356      0.013492
20080723      -0.033943      0.004064
20080724      -0.044302     -0.023125
20080725       0.016944      0.004168
20080728       0.026721     -0.018597
20080729       0.021433      0.023356
20080730       0.044364      0.016672
20080731      -0.031286     -0.013144
20080801      -0.047704     -0.005578
20080804      -0.034225     -0.008966
20080805       0.025451      0.028719
20080806       0.016023      0.003354
20080807      -0.011501     -0.017934
20080808      -0.001258      0.023893
20080811      -0.016688      0.006943
20080812      -0.008646     -0.012051
20080813       0.041667     -0.002916
20080814      -0.012093      0.005522
20080815      -0.001569      0.004076
20080818      -0.022006     -0.015098
20080819       0.000000     -0.009315
20080820       0.019286      0.006197
20080821       0.013560      0.002495
20080822       0.004356      0.011333
20080825      -0.026642     -0.019625
20080826       0.006047      0.003686
20080827       0.014869      0.007983
20080828       0.009975      0.014840
20080829      -0.008333     -0.013724
20080902      -0.051976     -0.004093
20080903      -0.021668     -0.002035
20080904      -0.041611     -0.029922
20080905      -0.009104      0.004431
20080908      -0.026855      0.020510
20080909      -0.026144     -0.034138
20080910       0.013796      0.006149
20080911       0.015815      0.013806
20080912       0.038016      0.002122
20080915      -0.060691     -0.047136
20080916      -0.015967      0.017515
20080917      -0.050189     -0.047133
20080918       0.027811      0.043342
20080919       0.035562      0.040257
20080922       0.000373     -0.038237
20080923      -0.045149     -0.015633
20080924       0.001172     -0.001978
20080925      -0.027322      0.019656
20080926      -0.055377      0.003167
20080929      -0.091759     -0.087897
20080930       0.056127      0.054203
20081001      -0.058016     -0.004544
20081002      -0.088858     -0.040291
20081003      -0.007224     -0.013506
20081006      -0.058732     -0.038518
20081007      -0.077305     -0.057395
20081008      -0.119689     -0.011333
20081009      -0.152957     -0.076167
20081010      -0.097111     -0.011759
20081013       0.228444      0.115800
20081014      -0.060058     -0.005322
20081015      -0.127791     -0.090350
20081016       0.077670      0.042507
20081017      -0.033579     -0.006213
20081020       0.051695      0.047685
20081021      -0.020951     -0.030800
20081022      -0.134156     -0.061013
20081023      -0.050380      0.012634
20081024      -0.058058     -0.034511
20081027      -0.039320     -0.031764
20081028       0.192478      0.107890
20081029       0.034323     -0.011079
20081030       0.026906      0.025804
20081031       0.004367      0.015365
20081103       0.033043     -0.002529
20081104       0.049663      0.040826
20081105      -0.040096     -0.052677
20081106      -0.130508     -0.050264
20081107       0.090643      0.028855
20081110       0.052726     -0.012653
20081111      -0.071307     -0.022041
20081112      -0.070384     -0.051894
20081113       0.101278      0.069213
20081114      -0.032143     -0.041699
20081117      -0.107934     -0.025810
20081118      -0.019648      0.009838
20081119      -0.139240     -0.061156
20081120      -0.160539     -0.067123
20081121       0.232117      0.063248
20081124       0.084123      0.064723
20081125       0.060109      0.006551
20081126       0.080412      0.035328
20081128       0.026718      0.009643
20081201      -0.134758     -0.089295
20081202       0.048335      0.039941
20081203      -0.048156      0.025836
20081204      -0.132400     -0.029308
20081205       0.011166      0.036499
20081208       0.175460      0.038387
20081209      -0.003131     -0.023118
20081210       0.068063      0.011894
20081211      -0.021569     -0.028524
20081212       0.010020      0.007028
20081215      -0.016865     -0.012686
20081216       0.048436      0.051360
20081217      -0.003850     -0.009593
20081218      -0.056039     -0.021163
20081219      -0.007165      0.002937
20081222      -0.048454     -0.018302
20081223       0.036836     -0.009717
20081224      -0.018809      0.005781
20081226       0.041533      0.005356
20081229      -0.005112     -0.003873
20081230       0.098664      0.024407
20081231       0.053321      0.014158
