date            hpq           vw            eq            sp
20030703      -0.012059     -0.006428     -0.001650     -0.008111
20030707       0.035211      0.017828      0.015419      0.018992
20030708       0.002721      0.004625      0.010532      0.003405
20030709       0.037087     -0.003125      0.007287     -0.005586
20030710      -0.038378     -0.013118     -0.006726     -0.013480
20030711       0.036735      0.008942      0.008204      0.009548
20030714       0.028871      0.007312      0.009623      0.005731
20030715      -0.026361     -0.004228     -0.002720     -0.003427
20030716      -0.008734     -0.006037     -0.002466     -0.006417
20030717      -0.039207     -0.014488     -0.017620     -0.012344
20030718       0.033929      0.010646      0.006940      0.011806
20030721      -0.031929     -0.013140     -0.007817     -0.014618
20030722       0.006413      0.009219      0.007835      0.009512
20030723       0.007283      0.002131      0.003378      0.000506
20030724      -0.046543     -0.005789     -0.000209     -0.007091
20030725       0.014218      0.014815      0.006072      0.017400
20030728      -0.000935     -0.000093      0.005780     -0.002163
20030729      -0.005145     -0.005694      0.000195     -0.007265
20030730      -0.011754     -0.002029     -0.002190     -0.001809
20030731       0.007136      0.002944      0.004928      0.002856
20030801      -0.009447     -0.009931     -0.008219     -0.010259
20030804      -0.008107      0.000622     -0.002816      0.002724
20030805      -0.039904     -0.015906     -0.007774     -0.017663
20030806      -0.004006      0.000033     -0.004450      0.001678
20030807      -0.029160      0.005842     -0.000407      0.007280
20030808       0.039876      0.003425      0.001690      0.003562
20030811      -0.005976      0.004928      0.006635      0.003069
20030812       0.049599      0.010296      0.009272      0.009953
20030813       0.004773     -0.004409      0.002129     -0.006382
20030814       0.004751      0.005473      0.005284      0.006585
20030815       0.011820      0.001104      0.001892      0.000162
20030818       0.034112      0.009736      0.010435      0.009155
20030819      -0.000904      0.004362      0.008200      0.002611
20030820      -0.104478     -0.001198      0.002386     -0.002045
20030821       0.002020      0.004282      0.009154      0.002969
20030822      -0.019657     -0.010078     -0.006403     -0.010177
20030825      -0.002571     -0.000857     -0.002039      0.000655
20030826       0.009278      0.003082      0.002715      0.003039
20030827      -0.003064      0.002066      0.006870      0.000060
20030828       0.012807      0.007009      0.008639      0.006069
20030829       0.008093      0.005242      0.006835      0.005155
20030902       0.013547      0.013283      0.013013      0.013869
20030903       0.021782      0.004638      0.006407      0.004188
20030904       0.006783      0.002507      0.006029      0.001656
20030905      -0.026468     -0.005384     -0.000213     -0.006401
20030908       0.013347      0.010330      0.010898      0.010035
20030909      -0.001951     -0.007521     -0.002093     -0.008210
20030910      -0.019550     -0.013316     -0.012455     -0.011973
20030911       0.005982      0.005892      0.007928      0.005441
20030912      -0.004955      0.002414      0.004029      0.002174
20030915      -0.008466     -0.003400      0.000571     -0.003750
20030916       0.028744      0.013475      0.010951      0.014298
20030917      -0.001961     -0.002286      0.002349     -0.003255
20030918       0.029961      0.011918      0.008092      0.013266
20030919       0.008584     -0.001435      0.003458     -0.003155
20030922      -0.040189     -0.012242     -0.005914     -0.013008
20030923       0.004926      0.006259      0.007727      0.006071
20030924      -0.021569     -0.017651     -0.009986     -0.019096
20030925      -0.035070     -0.008071     -0.013232     -0.006053
20030926       0.007269     -0.008385     -0.013085     -0.006399
20030929       0.011340      0.009708      0.007159      0.009761
20030930      -0.013252     -0.009058     -0.003590     -0.010541
20031001       0.012397      0.020891      0.015301      0.022340
20031002      -0.004082      0.003324      0.004592      0.001984
20031003       0.039959      0.009708      0.009749      0.009419
20031006       0.008867      0.005168      0.007322      0.004370
20031007      -0.005859      0.004997      0.006260      0.004737
20031008      -0.005403     -0.004390     -0.001340     -0.005263
20031009       0.039012      0.005322      0.005946      0.004788
20031010       0.000475      0.000141      0.001437     -0.000645
20031013       0.009026      0.007718      0.010423      0.007023
20031014       0.007062      0.004394      0.006228      0.003951
20031015       0.024778     -0.003328     -0.002103     -0.002592
20031016      -0.029653      0.003648      0.004563      0.003162
20031017      -0.015045     -0.010802     -0.007540     -0.010237
20031020       0.024821      0.003715      0.001809      0.005157
20031021       0.011178      0.002754      0.004343      0.001292
20031022      -0.019806     -0.014452     -0.011672     -0.014980
20031023      -0.013158      0.001168     -0.003985      0.003310
20031024      -0.025238     -0.004246     -0.003693     -0.004701
20031027       0.025892      0.004132      0.008859      0.002158
20031028       0.030952      0.015103      0.012185      0.015187
20031029       0.007852      0.002856      0.006919      0.001261
20031030       0.011916     -0.000958      0.001370     -0.001116
20031031       0.010417      0.002431      0.001959      0.003601
20031103       0.017481      0.008867      0.010932      0.007909
20031104       0.012335     -0.003714      0.002004     -0.005448
20031105       0.005222     -0.000589      0.002436     -0.001367
20031106       0.016450      0.005486      0.005314      0.005933
20031107      -0.020443     -0.002323      0.002978     -0.004574
20031110      -0.043043     -0.007260     -0.006173     -0.005792
20031111       0.006361     -0.002036     -0.005676     -0.000516
20031112       0.005418      0.013367      0.014352      0.011456
20031113       0.003592      0.000513      0.002597     -0.000142
20031114      -0.011633     -0.007775     -0.006905     -0.007615
20031117      -0.004074     -0.007160     -0.009705     -0.006398
20031118      -0.015909     -0.007706     -0.004267     -0.009084
20031119       0.025866      0.007131      0.003848      0.008016
20031120      -0.027915     -0.007352     -0.004990     -0.008432
20031121      -0.014358      0.001902      0.002108      0.001577
20031124       0.029135      0.016007      0.012823      0.016227
20031125      -0.010959      0.003429      0.006372      0.001720
20031126       0.009234      0.004628      0.006305      0.004327
20031128      -0.005490      0.001484      0.005573     -0.000236
20031201       0.004600      0.010910      0.011020      0.011264
20031202       0.027930     -0.002274      0.000896     -0.003271
20031203      -0.001782     -0.002704     -0.004904     -0.001772
20031204       0.008478      0.002379     -0.000744      0.004687
20031205      -0.021681     -0.006928     -0.004201     -0.007684
20031208       0.016734      0.006441      0.003112      0.007348
20031209      -0.023132     -0.008966     -0.008538     -0.008529
20031210       0.001822     -0.003176     -0.009328     -0.001066
20031211       0.009091      0.012808      0.014629      0.011482
20031212       0.004955      0.003440      0.007220      0.002735
20031215      -0.009861     -0.007056     -0.008951     -0.005679
20031216       0.004543      0.004768     -0.000305      0.006638
20031217      -0.006784      0.001527      0.001254      0.001256
20031218       0.012295      0.012223      0.010770      0.011798
20031219      -0.002249     -0.000447      0.000012     -0.000468
20031222       0.000902      0.003894      0.003100      0.003922
20031223       0.020721      0.003665      0.005764      0.002818
20031224       0.001765     -0.001086      0.001372     -0.001807
20031226      -0.004405      0.001949      0.004383      0.001691
20031229       0.014602      0.012794      0.011611      0.012401
20031230       0.000000      0.000765      0.003599      0.000144
20031231       0.001744      0.000035     -0.001174      0.002055
20040102       0.008272     -0.000786      0.006070     -0.003094
20040105       0.022021      0.012272      0.012936      0.012395
20040106       0.004225      0.001957      0.004868      0.001292
20040107      -0.017249      0.002713      0.005653      0.002367
20040108       0.056935      0.004873      0.008348      0.004963
20040109      -0.021466     -0.006230     -0.000313     -0.008888
20040112       0.021523      0.005251      0.008830      0.004787
20040113      -0.017018     -0.004591     -0.000546     -0.005332
20040114       0.018137      0.007246      0.006933      0.008295
20040115       0.024291      0.001134      0.001466      0.001353
20040116       0.008696      0.006968      0.008029      0.006872
20040120      -0.017633      0.002587      0.012299     -0.000930
20040121       0.006781      0.005599      0.002608      0.007772
20040122       0.009905     -0.002889     -0.003088     -0.003207
20040123      -0.007454     -0.001381      0.003266     -0.002089
20040126       0.032411      0.010491      0.007669      0.012106
20040127      -0.019142     -0.008573     -0.002394     -0.009798
20040128      -0.052303     -0.014187     -0.013049     -0.013610
20040129       0.000000      0.001364     -0.008374      0.004989
20040130      -0.020181     -0.000616      0.003530     -0.002628
20040202       0.013031      0.002936      0.000397      0.003651
20040203      -0.007884      0.000132      0.000035      0.000678
20040204      -0.030113     -0.009917     -0.014544     -0.008371
20040205       0.005175      0.002273      0.001911      0.001838
20040206       0.020163      0.014355      0.016339      0.012555
20040209      -0.000841     -0.000390      0.004509     -0.002581
20040210       0.015152      0.005824      0.007230      0.005027
20040211      -0.011609      0.010250      0.007439      0.010667
20040212      -0.039010     -0.004527     -0.002436     -0.004880
20040213       0.004365     -0.005312     -0.005332     -0.005468
20040217       0.016515      0.009803      0.009204      0.009757
20040218       0.005130     -0.004471     -0.003134     -0.004468
20040219       0.014887     -0.005332     -0.006904     -0.004133
20040220      -0.030595     -0.003543     -0.005238     -0.002572
20040223      -0.009511     -0.005023     -0.010800     -0.002727
20040224      -0.017896     -0.000975     -0.002408     -0.001665
20040225       0.011111      0.005116      0.006740      0.004021
20040226       0.020659      0.002921      0.006325      0.001084
20040227      -0.021964      0.001560      0.005456      0.000026
20040301       0.012770      0.010243      0.012118      0.009625
20040302      -0.006522     -0.005622     -0.002248     -0.005934
20040303       0.005252      0.001199      0.002227      0.001688
20040304      -0.006095      0.004566      0.007842      0.003336
20040305      -0.003942      0.002980      0.003454      0.001723
20040308      -0.003518     -0.008041     -0.006010     -0.008350
20040309      -0.014122     -0.006625     -0.007299     -0.005779
20040310      -0.001343     -0.015172     -0.014762     -0.014633
20040311      -0.012999     -0.013988     -0.011873     -0.015224
20040312       0.015441      0.012781      0.014299      0.012460
20040315      -0.025492     -0.015541     -0.016513     -0.014350
20040316       0.003685      0.004606     -0.001220      0.005623
20040317       0.015145      0.012464      0.013407      0.011749
20040318      -0.002260     -0.001496     -0.001807     -0.001273
20040319      -0.019937     -0.009447     -0.003020     -0.011173
20040322      -0.011558     -0.014024     -0.016140     -0.012958
20040323       0.000468     -0.000687      0.001573     -0.001324
20040324       0.010753     -0.003353     -0.003036     -0.002395
20040325       0.035615      0.016653      0.013398      0.016365
20040326      -0.001340      0.000328      0.003268     -0.001019
20040329       0.036225      0.013130      0.011186      0.013005
20040330      -0.001726      0.005164      0.006653      0.004036
20040331      -0.012538      0.000200      0.004052     -0.000701
20040401       0.003940      0.006673      0.006876      0.005292
20040402       0.006542      0.008582      0.009104      0.008515
20040405       0.024263      0.006550      0.005305      0.007672
20040406      -0.012267     -0.003446     -0.006199     -0.002095
20040407      -0.009850     -0.004295      0.001555     -0.006645
20040408      -0.010813     -0.001939     -0.000685     -0.001061
20040412      -0.010494      0.003963      0.004262      0.005161
20040413      -0.016792     -0.014924     -0.014536     -0.013762
20040414      -0.011685     -0.003331     -0.007152     -0.001124
20040415      -0.004548     -0.000085     -0.001682      0.000594
20040416       0.005025      0.004873      0.004400      0.005111
20040419      -0.012727      0.002224      0.004071      0.001066
20040420      -0.025783     -0.015430     -0.012450     -0.015557
20040421       0.007561      0.005470      0.002376      0.005312
20040422       0.022983      0.014496      0.010784      0.014091
20040423      -0.006419     -0.000304     -0.000902      0.000588
20040426       0.000000     -0.003134     -0.002583     -0.004445
20040427      -0.018920      0.001193     -0.000098      0.002272
20040428      -0.026341     -0.015809     -0.017847     -0.013795
20040429      -0.022222     -0.008792     -0.014693     -0.007591
20040430      -0.026680     -0.006446     -0.010760     -0.005916
20040503      -0.002538      0.008485      0.001712      0.009203
20040504       0.011705      0.003548      0.006555      0.001843
20040505       0.006036      0.002463      0.003218      0.001769
20040506      -0.011000     -0.008371     -0.011141     -0.006723
20040507       0.011122     -0.015965     -0.016934     -0.013725
20040510      -0.004000     -0.013784     -0.021226     -0.010540
20040511       0.009538      0.009888      0.012822      0.007662
20040512       0.000000      0.001165     -0.001461      0.001671
20040513      -0.003978     -0.000874     -0.001152     -0.000766
20040514      -0.020969     -0.001337     -0.003696     -0.000675
20040517      -0.005609     -0.010748     -0.013039     -0.010587
20040518       0.016923      0.007788      0.007593      0.006817
20040519       0.036309     -0.001124      0.002872     -0.002574
20040520       0.008759      0.000388     -0.001566      0.000468
20040521       0.004342      0.004469      0.006044      0.004012
20040524      -0.003842      0.003714      0.006881      0.001692
20040525       0.013501      0.016324      0.014261      0.016104
20040526       0.010942      0.002677      0.005591      0.001698
20040527      -0.005176      0.005670      0.004970      0.005686
20040528       0.004730      0.000303      0.003178     -0.000535
20040601      -0.003296      0.001375      0.002290      0.000464
20040602       0.006613      0.002948      0.002682      0.003380
20040603      -0.008916     -0.008540     -0.009511     -0.007422
20040604       0.006629      0.006063      0.006289      0.005248
20040607       0.018815      0.015582      0.012268      0.015964
20040608       0.015697      0.000588     -0.000904      0.001543
20040609      -0.003636     -0.010738     -0.010233     -0.009499
20040610      -0.007755      0.003559      0.000846      0.004543
20040614      -0.003678     -0.011044     -0.013466     -0.009837
20040615       0.005095      0.007984      0.009432      0.005972
20040616      -0.009217      0.001384      0.001809      0.001369
20040617      -0.019070     -0.000459     -0.000447     -0.001332
20040618      -0.008061      0.002177     -0.000298      0.002624
20040621      -0.006214     -0.003699     -0.001542     -0.004159
20040622       0.004810      0.003823      0.003032      0.003636
20040623       0.011489      0.008839      0.008443      0.008507
20040624      -0.005206     -0.001962      0.001372     -0.002981
20040625      -0.009991     -0.001976      0.004420     -0.005453
20040628       0.008169     -0.002293     -0.002598     -0.000952
20040629       0.005720      0.002699      0.003791      0.002515
20040630       0.000000      0.005475      0.006791      0.004084
20040701      -0.024645     -0.009921     -0.007864     -0.010431
20040702      -0.008260     -0.001813      0.001429     -0.003153
20040706      -0.018128     -0.008963     -0.010532     -0.008148
20040707       0.010978      0.001943      0.000561      0.001899
20040708      -0.013327     -0.009200     -0.012083     -0.008244
20040709       0.007003      0.003278      0.002667      0.003336
20040712      -0.000993      0.000054     -0.002864      0.001384
20040713       0.006962      0.000513     -0.000969      0.000709
20040714      -0.017284     -0.002641     -0.003875     -0.003291
20040715      -0.012563     -0.003320      0.000464     -0.004301
20040716      -0.000509     -0.004647     -0.006544     -0.004789
20040719       0.005601     -0.000593     -0.004277     -0.000445
20040720       0.012658      0.007465      0.008188      0.007058
20040721      -0.015500     -0.014457     -0.015712     -0.013340
20040722       0.013712      0.000816     -0.004281      0.002706
20040723      -0.019038     -0.010193     -0.010544     -0.009701
20040726       0.007661     -0.004677     -0.009917     -0.001970
20040727       0.013685      0.010383      0.010437      0.009935
20040728      -0.003500     -0.000160     -0.001939      0.000539
20040729       0.014049      0.006645      0.010063      0.004574
20040730      -0.002969      0.001464      0.006061      0.001172
20040802       0.010918      0.003534     -0.001308      0.004448
20040803      -0.005891     -0.006662     -0.006846     -0.006262
20040804       0.009383     -0.002276     -0.003547     -0.000964
20040805       0.002935     -0.015915     -0.012299     -0.016320
20040806      -0.029268     -0.014941     -0.015345     -0.015481
20040809      -0.001005      0.000129     -0.004102      0.001175
20040810       0.003521      0.013189      0.011239      0.012974
20040811      -0.021554     -0.003380     -0.006460     -0.003012
20040812      -0.131660     -0.011628     -0.011899     -0.011675
20040813      -0.026549      0.001965      0.000769      0.001477
20040816       0.024242      0.013978      0.010960      0.013655
20040817       0.000000      0.002926      0.004402      0.002196
20040818       0.037278      0.012862      0.013786      0.012443
20040819       0.010268     -0.003135     -0.001599     -0.003598
20040820       0.022586      0.008167      0.011319      0.006525
20040823      -0.012700     -0.003438     -0.002820     -0.002431
20040824      -0.011186      0.000577      0.000581      0.000465
20040825       0.023756      0.007993      0.007774      0.008000
20040826       0.004972     -0.000345     -0.001208      0.000118
20040827       0.003848      0.002976      0.005450      0.002425
20040830      -0.018620     -0.008134     -0.005767     -0.007781
20040831      -0.001674      0.005088      0.005749      0.004631
20040901       0.001677      0.003415      0.004552      0.001512
20040902       0.005022      0.010566      0.008554      0.011212
20040903      -0.017213     -0.004238     -0.003307     -0.004185
20040907       0.016384      0.007455      0.006994      0.006887
20040908      -0.002779     -0.004528     -0.003544     -0.004486
20040909       0.010033      0.003146      0.007356      0.001890
20040910       0.009382      0.004988      0.006190      0.004954
20040913       0.021870      0.003104      0.005144      0.001691
20040914      -0.011284      0.001934      0.000419      0.002229
20040915      -0.006522     -0.006373     -0.003611     -0.007055
20040916      -0.003282      0.004132      0.006373      0.002794
20040917      -0.006037      0.003352      0.001158      0.004495
20040920       0.016565     -0.004637     -0.001886     -0.005627
20040921       0.015752      0.007507      0.007463      0.006327
20040922      -0.004278     -0.012932     -0.009898     -0.013938
20040923       0.011815     -0.003453     -0.000186     -0.004670
20040924      -0.013800      0.001519      0.000874      0.001579
20040927      -0.009688     -0.006774     -0.008090     -0.005936
20040928      -0.008696      0.006592      0.006534      0.005926
20040929       0.015351      0.004724      0.005863      0.004270
20040930       0.012419      0.001203      0.005099     -0.000197
20041001       0.019733      0.014766      0.013043      0.015181
20041004      -0.003138      0.003685      0.005084      0.003243
20041005      -0.004197     -0.000531     -0.000082     -0.000608
20041006       0.010537      0.006929      0.005975      0.006673
20041007      -0.007821     -0.010227     -0.007995     -0.009982
20041008      -0.024698     -0.006682     -0.005674     -0.007527
20041011       0.004310      0.001709      0.002378      0.002005
20041012      -0.005901     -0.002382     -0.002549     -0.002268
20041013       0.019968     -0.007342     -0.006426     -0.007301
20041014      -0.027513     -0.008119     -0.006097     -0.009303
20041015      -0.009249      0.004781      0.004152      0.004450
20041018       0.002197      0.004415      0.001699      0.005252
20041019      -0.000548     -0.008658     -0.004584     -0.009686
20041020      -0.000548      0.001838      0.002840      0.000390
20041021       0.007131      0.004423      0.007061      0.002564
20041022      -0.022876     -0.009260     -0.006433     -0.009715
20041025      -0.001672     -0.000111      0.002031     -0.000849
20041026      -0.002792      0.013014      0.006836      0.014870
20041027       0.033035      0.012510      0.009866      0.012879
20041028       0.002168      0.001128      0.000071      0.001813
20041029       0.009194      0.002334      0.001993      0.002448
20041101       0.005359      0.000816      0.001722      0.000274
20041102       0.012793      0.000026      0.000245      0.000027
20041103       0.000000      0.011654      0.010249      0.011198
20041104       0.027895      0.014315      0.007665      0.016156
20041105       0.008193      0.003827      0.004762      0.003874
20041108       0.006094     -0.001261     -0.001109     -0.001098
20041109      -0.005553      0.000576      0.004681     -0.000695
20041110      -0.037056      0.000525      0.005021     -0.001005
20041111       0.014760      0.008923      0.008567      0.009089
20041112       0.004675      0.008838      0.007784      0.009110
20041115       0.004137      0.000476      0.003901     -0.000304
20041116       0.013388     -0.005982     -0.003362     -0.007079
20041117       0.026423      0.006107      0.007895      0.005538
20041118       0.002970      0.000176      0.000565      0.001362
20041119      -0.008885     -0.009891     -0.005725     -0.011161
20041122       0.005976      0.006182      0.006315      0.005896
20041123      -0.001980      0.000871      0.003942     -0.000255
20041124      -0.000992      0.005135      0.007954      0.004095
20041126       0.001490      0.001807      0.004957      0.000753
20041129      -0.003470     -0.002262      0.003072     -0.003450
20041130      -0.004975     -0.003292     -0.000663     -0.004030
20041201       0.026000      0.014071      0.009710      0.014951
20041202       0.002437     -0.001616     -0.000687     -0.000873
20041203       0.020418      0.001256      0.003181      0.000706
20041206       0.016198     -0.001274     -0.000047     -0.000772
20041207      -0.011721     -0.011593     -0.011667     -0.011073
20041208      -0.002846      0.004086      0.002904      0.004877
20041209      -0.007136      0.004162      0.000074      0.005436
20041210      -0.002875     -0.000323      0.002806     -0.001043
20041213      -0.001442      0.008520      0.007077      0.008990
20041214      -0.004831      0.004298      0.005254      0.003921
20041215       0.005340      0.003772      0.006397      0.001945
20041216       0.016417     -0.003268     -0.003331     -0.002082
20041217      -0.004276     -0.004303      0.001681     -0.007472
20041220       0.000954     -0.000788     -0.003269      0.000360
20041221       0.010963      0.008987      0.007313      0.009040
20041222       0.000000      0.003480      0.003716      0.003418
20041223      -0.007072      0.001101      0.003445      0.000463
20041227       0.001425     -0.003968     -0.000817     -0.004305
20041228       0.006638      0.008058      0.010038      0.007154
20041229      -0.001413      0.000633      0.002216     -0.000074
20041230      -0.003302      0.000696      0.004193      0.000082
20041231      -0.007572     -0.001006      0.003430     -0.001343
20050103       0.003815     -0.010025     -0.009867     -0.008119
20050104      -0.006651     -0.012807     -0.014260     -0.011671
20050105       0.004304     -0.006123     -0.010685     -0.003628
20050106      -0.001905      0.003479      0.002287      0.003506
20050107      -0.005725     -0.002227     -0.003700     -0.001431
20050110      -0.001440      0.004218      0.003754      0.003423
20050111      -0.036521     -0.006278     -0.008533     -0.006100
20050112      -0.000499      0.004213      0.002700      0.003981
20050113      -0.004491     -0.006869     -0.002706     -0.008630
20050114       0.006015      0.006238      0.007310      0.006005
20050118       0.017937      0.009230      0.007683      0.009675
20050119      -0.007342     -0.008916     -0.006359     -0.009490
20050120      -0.012821     -0.007464     -0.007671     -0.007783
20050121      -0.001499     -0.004612     -0.001067     -0.006415
20050124      -0.005003     -0.004881     -0.008399     -0.003528
20050125      -0.011564      0.002685      0.001183      0.004004
20050126      -0.003561      0.006400      0.008624      0.004844
20050127      -0.005105      0.000681      0.001403      0.000409
20050128      -0.007696     -0.002830     -0.001581     -0.002716
20050131       0.012927      0.009453      0.011293      0.008460
20050201       0.011741      0.006864      0.005317      0.006891
20050202      -0.012614      0.003883      0.005535      0.003178
20050203       0.016863     -0.002613     -0.001502     -0.002766
20050204       0.027638      0.010818      0.009513      0.011043
20050207      -0.003912     -0.001335      0.000098     -0.001089
20050208      -0.011291      0.001199      0.001392      0.000483
20050209       0.069017     -0.008981     -0.010218     -0.008575
20050210      -0.002322      0.004494      0.000506      0.004211
20050211      -0.008380      0.007835      0.007131      0.006926
20050214      -0.024883      0.001132      0.002057      0.000697
20050215       0.016851      0.002763      0.000201      0.003300
20050216      -0.002841      0.000997      0.002077      0.000182
20050217      -0.009497     -0.007117     -0.005369     -0.007923
20050218       0.006711      0.000174     -0.001212      0.000700
20050222      -0.020476     -0.013719     -0.011558     -0.014506
20050223      -0.010209      0.004852      0.002064      0.005607
20050224       0.003929      0.007579      0.004857      0.007894
20050225       0.010763      0.009850      0.008825      0.009307
20050228       0.006776     -0.005806     -0.002734     -0.006414
20050301      -0.003846      0.005383      0.004731      0.005658
20050302      -0.000965      0.000326     -0.001380     -0.000273
20050303       0.005314      0.000449      0.000916      0.000322
20050304      -0.012013      0.009634      0.006281      0.009624
20050307       0.015078      0.002395      0.000828      0.002610
20050308       0.002396     -0.004358     -0.004021     -0.004799
20050309      -0.013384     -0.009486     -0.007188     -0.010185
20050310      -0.002422     -0.000283     -0.004524      0.001856
20050311      -0.031569     -0.005026     -0.001215     -0.007583
20050314       0.017051      0.005695      0.001331      0.005625
20050315      -0.002970     -0.006292     -0.004353     -0.007524
20050316       0.003972     -0.007735     -0.006631     -0.008082
20050317       0.007913      0.002433      0.001191      0.001801
20050318      -0.013739     -0.001558     -0.003289     -0.000471
20050321       0.002488     -0.004383     -0.002710     -0.004934
20050322      -0.006948     -0.008719     -0.004404     -0.010196
20050323      -0.012494     -0.002604     -0.008750      0.000700
20050324       0.002530      0.000346      0.002664     -0.000947
20050328      -0.001010      0.000874     -0.001936      0.002441
20050329       0.100556     -0.008079     -0.011558     -0.007596
20050330       0.010101      0.013141      0.009657      0.013773
20050331      -0.002727      0.001233      0.003776     -0.000694
20050401      -0.010483     -0.005484     -0.003858     -0.006497
20050404       0.009212      0.002121     -0.001185      0.002728
20050405      -0.015974      0.003685      0.001684      0.004481
20050406       0.009740      0.002551      0.001945      0.002269
20050407       0.001378      0.005290      0.005046      0.005971
20050408      -0.007339     -0.008443     -0.006388     -0.008345
20050411      -0.003235     -0.000765     -0.004472      0.000008
20050412       0.006490      0.005009      0.002780      0.005545
20050413       0.011055     -0.011828     -0.009662     -0.011762
20050414      -0.009112     -0.011057     -0.012299     -0.010002
20050415      -0.041839     -0.015774     -0.014736     -0.016720
20050418      -0.019194      0.003010     -0.000051      0.002941
20050419       0.010274      0.008079      0.012074      0.005934
20050420      -0.002906     -0.012649     -0.009398     -0.013255
20050421       0.023798      0.017861      0.012980      0.019736
20050422      -0.014231     -0.007106     -0.008136     -0.006750
20050425       0.015399      0.008934      0.006644      0.008662
20050426      -0.029858     -0.008553     -0.007974     -0.008915
20050427      -0.014656      0.001877     -0.002877      0.004029
20050428       0.006445     -0.011561     -0.012808     -0.011380
20050429       0.008374      0.010105      0.005916      0.011922
20050502       0.024426      0.005298      0.003070      0.004590
20050503       0.001431     -0.000986     -0.000219     -0.000852
20050504       0.001429      0.013070      0.012049      0.012470
20050505      -0.004755     -0.001306      0.001331     -0.002569
20050506       0.002389     -0.000085      0.001893     -0.001092
20050509      -0.011439      0.006435      0.006493      0.006394
20050510      -0.013983     -0.009789     -0.006553     -0.010705
20050511       0.005379      0.003260     -0.000230      0.004193
20050512      -0.019942     -0.010556     -0.008438     -0.010033
20050513       0.023325     -0.005127     -0.003396     -0.004580
20050516       0.018914      0.009718      0.004926      0.010086
20050517       0.025702      0.006676      0.003156      0.006957
20050518       0.046404      0.011393      0.012255      0.010019
20050519      -0.001774      0.004914      0.003905      0.004656
20050520      -0.000444     -0.001392      0.000749     -0.001511
20050523       0.002222      0.004609      0.003863      0.003851
20050524       0.007539      0.000438      0.000289      0.000176
20050525       0.004401     -0.004284     -0.004649     -0.003400
20050526       0.007888      0.006899      0.008587      0.006395
20050527      -0.010000      0.002761      0.004979      0.000969
20050531      -0.011419     -0.004252      0.000783     -0.006073
20050601       0.007552      0.008963      0.007537      0.009039
20050602       0.000000      0.002233      0.003678      0.001680
20050603       0.001764     -0.005835     -0.002502     -0.006867
20050606      -0.006162      0.001713      0.003161      0.001246
20050607      -0.003100      0.000037      0.000075     -0.000209
20050608      -0.003554     -0.002300     -0.002514     -0.002163
20050609       0.014712      0.005714      0.004700      0.005240
20050610       0.032513     -0.001467      0.000865     -0.002348
20050613       0.020000      0.002668      0.002504      0.002262
20050614      -0.001674      0.003111      0.004469      0.002573
20050615       0.001258      0.002898      0.003824      0.002218
20050616       0.000838      0.005128      0.007869      0.003630
20050617       0.000418      0.003993      0.002745      0.004955
20050620      -0.002509     -0.000824     -0.001899     -0.000707
20050621       0.031866     -0.001897      0.001287     -0.002048
20050622      -0.004470      0.001039      0.001428      0.000222
20050623      -0.004490     -0.009887     -0.008208     -0.010833
20050624      -0.024190     -0.006613     -0.004097     -0.007629
20050627      -0.012185     -0.000428     -0.001851     -0.000739
20050628       0.006380      0.009694      0.010304      0.009138
20050629       0.017329     -0.000374      0.001423     -0.001431
20050630      -0.023265     -0.005904     -0.000908     -0.007101
20050701      -0.001276      0.003712      0.003112      0.002611
20050705       0.009796      0.008489      0.007532      0.008833
20050706       0.010544     -0.006065     -0.001712     -0.008340
20050707       0.007930      0.002715      0.001401      0.002452
20050708       0.005383      0.011955      0.011395      0.011679
20050711      -0.006178      0.007198      0.008985      0.006255
20050712      -0.000829      0.002650      0.002591      0.002272
20050713       0.012858     -0.000214     -0.000841      0.000884
20050714       0.008190      0.000454     -0.001923      0.002624
20050715       0.012998      0.000995      0.001540      0.001158
20050718      -0.000802     -0.004747     -0.002327     -0.005530
20050719      -0.016051      0.007994      0.008706      0.006731
20050720       0.008564      0.005594      0.007579      0.004759
20050721      -0.017792     -0.006792     -0.004298     -0.006606
20050722      -0.004529      0.005724      0.007564      0.005411
20050725       0.004963     -0.004218     -0.003476     -0.003769
20050726       0.002469      0.001945      0.003416      0.001733
20050727       0.017241      0.004463      0.002456      0.004573
20050728      -0.011703      0.007128      0.007083      0.005603
20050729       0.005308     -0.006243     -0.000079     -0.007671
20050801      -0.004874      0.002079      0.002924      0.000948
20050802      -0.007347      0.007238      0.005399      0.007099
20050803       0.011924     -0.000171     -0.000574      0.000739
20050804      -0.006095     -0.007440     -0.006831     -0.007373
20050805       0.008994     -0.008490     -0.007942     -0.007638
20050808      -0.002836     -0.003107     -0.004064     -0.002683
20050809      -0.002438      0.005454      0.000753      0.006745
20050810      -0.016701     -0.000380     -0.000991     -0.001827
20050811       0.001657      0.007429      0.006125      0.007062
20050812      -0.006203     -0.005022     -0.004234     -0.005994
20050815       0.002497      0.002583      0.002420      0.002828
20050816      -0.016189     -0.011443     -0.009429     -0.011776
20050817       0.131646     -0.000620     -0.000445      0.000738
20050818      -0.006339     -0.002089     -0.003425     -0.001000
20050819      -0.006004      0.001964      0.002110      0.000566
20050822       0.001510      0.002570      0.003189      0.001656
20050823       0.006785     -0.002847     -0.000552     -0.003405
20050824       0.000374     -0.004397     -0.001046     -0.006554
20050825       0.006737      0.002225      0.002506      0.002315
